Time,Solar Power (MWh)
1:00,0.0
2:00,0.0
3:00,0.0
4:00,0.0
5:00,0.0
6:00,0.0
7:00,0.0
8:00,3.5210776329040527
9:00,18.86191177368164
10:00,31.21137809753418
11:00,52.93721389770508
12:00,41.448333740234375
13:00,38.703826904296875
14:00,39.12554931640625
15:00,39.67804718017578
16:00,20.07900619506836
17:00,8.317732810974121
18:00,6.481311798095703
19:00,3.630683422088623
20:00,5.685013771057129
21:00,3.3969998359680176
22:00,3.460993766784668
23:00,3.052191972732544
24:00,0.0
