측정일시,SO2,CO,O3,NO2,PM10,PM25
2021072120,0.00116,0.24,0.049,0.00479,30.6,16.0
2021072121,0.00116,0.24,0.046599999999999996,0.00541,30.8,16.11111111111111
2021072122,0.00136,0.24,0.0455,0.00524,28.8,16.77777777777778
2021072123,0.00126,0.24,0.0433,0.005,29.5,17.0
2021072124,0.00126,0.24,0.040799999999999996,0.004222222222222222,30.6,17.22222222222222
2021072201,0.00126,0.24444444444444446,0.0386,0.004,27.2,14.333333333333334
2021072202,0.00126,0.22000000000000003,0.036199999999999996,0.003777777777777778,28.0,14.11111111111111
2021072203,0.00136,0.21000000000000002,0.0322,0.004333333333333333,24.3,14.555555555555555
2021072204,0.0013700000000000001,0.21000000000000002,0.03,0.004555555555555556,24.6,12.6
2021072205,0.00138,0.21000000000000002,0.028500000000000004,0.004666666666666667,24.5,12.2
2021072206,0.00128,0.21000000000000002,0.0273,0.005,27.4,12.333333333333334
2021072207,0.00128,0.2222222222222222,0.027000000000000003,0.005222222222222222,24.9,12.8
2021072208,0.00118,0.23000000000000004,0.027600000000000003,0.005333333333333333,28.4,11.7
2021072209,0.0012699999999999999,0.24,0.0289,0.005333333333333333,30.5,12.9
2021072210,0.0012000000000000001,0.2222222222222222,0.031111111111111114,0.00525,27.333333333333332,12.777777777777779
2021072211,0.0012000000000000001,0.2222222222222222,0.03311111111111111,0.004875,30.333333333333332,13.555555555555555
2021072212,0.0011888888888888889,0.21111111111111114,0.03311111111111111,0.0045000000000000005,28.555555555555557,13.0
2021072213,0.0011888888888888889,0.225,0.03333333333333333,0.004625000000000001,26.1,11.1
2021072214,0.00131,0.21000000000000002,0.034300000000000004,0.004666666666666667,23.4,9.4
2021072215,0.0012699999999999999,0.22000000000000003,0.035699999999999996,0.00506,28.7,10.222222222222221
2021072216,0.0013,0.2222222222222222,0.03588888888888889,0.004644444444444444,25.333333333333332,9.777777777777779
2021072217,0.0010888888888888888,0.2222222222222222,0.035666666666666666,0.004344444444444445,24.11111111111111,9.666666666666666
2021072218,0.0010888888888888888,0.23333333333333334,0.035777777777777776,0.004844444444444445,22.9,9.8
2021072219,0.00118,0.25555555555555554,0.0369,0.0053100000000000005,22.8,9.9
2021072220,0.00117,0.22000000000000003,0.0388,0.0054199999999999995,25.3,11.666666666666666
2021072221,0.00117,0.22000000000000003,0.040100000000000004,0.00501,27.6,13.555555555555555
2021072222,0.00118,0.22999999999999998,0.0391,0.00467,26.7,14.444444444444445
2021072223,0.00116,0.22999999999999998,0.0376,0.00491,27.0,13.777777777777779
2021072224,0.00116,0.22999999999999998,0.037,0.0045,28.9,14.0
2021072301,0.00116,0.24444444444444446,0.0371,0.00434,25.2,15.11111111111111
2021072302,0.00116,0.24,0.0382,0.00405,27.0,13.666666666666666
2021072303,0.00116,0.24,0.0366,0.0041,26.3,13.11111111111111
2021072304,0.00115,0.24,0.034100000000000005,0.00443,31.0,13.444444444444445
2021072305,0.00115,0.25,0.0314,0.0047,27.0,12.333333333333334
2021072306,0.00126,0.24,0.0299,0.00472,27.2,13.666666666666666
2021072307,0.00116,0.2777777777777778,0.029699999999999997,0.00567,27.9,14.11111111111111
2021072308,0.00117,0.25,0.028599999999999997,0.0061400000000000005,27.5,14.333333333333334
2021072309,0.00117,0.25,0.030699999999999998,0.00654,30.1,13.777777777777779
2021072310,0.0011888888888888889,0.24444444444444446,0.03155555555555556,0.005933333333333333,27.444444444444443,14.875
2021072311,0.0012000000000000001,0.23333333333333334,0.03133333333333333,0.006644444444444444,26.666666666666668,13.375
2021072312,0.0010888888888888888,0.23333333333333334,0.034555555555555555,0.005266666666666666,28.77777777777778,12.75
2021072313,0.0010888888888888888,0.2375,0.034777777777777776,0.004977777777777778,24.5,11.222222222222221
2021072314,0.00108,0.22000000000000003,0.0345,0.00533,24.6,11.444444444444445
2021072315,0.00109,0.21000000000000002,0.0324,0.00507,23.2,9.5
2021072316,0.0014,0.21000000000000002,0.0303,0.00476,19.2,7.6
2021072317,0.0013000000000000002,0.22999999999999998,0.0306,0.00578,20.6,7.1
2021072318,0.0012699999999999999,0.22999999999999998,0.032,0.00581,22.5,8.0
2021072319,0.0011777777777777778,0.275,0.034666666666666665,0.006044444444444445,20.25,9.875
2021072320,0.0011777777777777778,0.26666666666666666,0.03866666666666666,0.006166666666666667,23.77777777777778,10.11111111111111
2021072321,0.0010666666666666667,0.24444444444444446,0.039,0.006022222222222222,26.444444444444443,12.666666666666666
2021072322,0.0010666666666666667,0.24444444444444446,0.038,0.005488888888888889,23.88888888888889,13.0
2021072323,0.0011888888888888889,0.24444444444444446,0.03666666666666667,0.004944444444444445,25.0,11.666666666666666
2021072324,0.0011888888888888889,0.24444444444444446,0.03744444444444445,0.004022222222222222,22.88888888888889,11.666666666666666
2021072401,0.0011888888888888889,0.2625,0.037333333333333336,0.004422222222222222,22.444444444444443,11.88888888888889
2021072402,0.0011777777777777778,0.24444444444444446,0.037000000000000005,0.004411111111111111,25.11111111111111,12.11111111111111
2021072403,0.0011888888888888889,0.24444444444444446,0.035222222222222224,0.004488888888888889,25.333333333333332,11.777777777777779
2021072404,0.0012777777777777779,0.24444444444444446,0.03266666666666666,0.004711111111111111,24.77777777777778,13.555555555555555
2021072405,0.001288888888888889,0.24444444444444446,0.029888888888888892,0.004277777777777778,21.77777777777778,10.444444444444445
2021072406,0.0010666666666666667,0.24444444444444446,0.027,0.004811111111111111,22.11111111111111,11.777777777777779
2021072407,0.0011777777777777778,0.2875,0.024333333333333332,0.0057666666666666665,23.666666666666668,11.375
2021072408,0.001288888888888889,0.2777777777777778,0.022111111111111113,0.006500000000000001,25.666666666666668,11.555555555555555
2021072409,0.0013,0.2888888888888889,0.01877777777777778,0.006744444444444445,23.88888888888889,10.444444444444445
2021072410,0.0016333333333333332,0.26666666666666666,0.018444444444444444,0.006288888888888889,22.22222222222222,9.0
2021072411,0.0019,0.24444444444444446,0.021,0.005066666666666667,21.88888888888889,8.555555555555555
2021072412,0.0020444444444444442,0.24444444444444446,0.025,0.004744444444444444,21.22222222222222,8.222222222222221
2021072413,0.0016444444444444445,0.2375,0.029111111111111112,0.004266666666666667,25.11111111111111,8.222222222222221
2021072414,0.0014444444444444446,0.2125,0.02822222222222222,0.004,23.555555555555557,6.222222222222222
2021072415,0.001311111111111111,0.225,0.029444444444444447,0.0041444444444444445,23.88888888888889,5.888888888888889
2021072416,0.001311111111111111,0.2111111111111111,0.030888888888888893,0.0047888888888888885,23.555555555555557,7.0
2021072417,0.0014222222222222223,0.23333333333333334,0.03211111111111111,0.004433333333333333,22.88888888888889,9.5
2021072418,0.0015333333333333334,0.24444444444444446,0.032777777777777774,0.005211111111111111,23.88888888888889,8.222222222222221
2021072419,0.0012699999999999999,0.275,0.0353,0.00549,24.5,10.555555555555555
2021072420,0.00106,0.25,0.0383,0.0050799999999999994,23.9,7.9
2021072421,0.0012699999999999999,0.24,0.0387,0.00432,23.5,9.2
2021072422,0.00117,0.24,0.0381,0.00458,23.9,9.1
2021072423,0.00107,0.24,0.0374,0.00476,22.9,7.6
2021072424,0.0010888888888888888,0.21111111111111114,0.035666666666666666,0.004322222222222223,23.0,8.222222222222221
2021072501,0.00108,0.21111111111111114,0.0327,0.0040100000000000005,21.6,7.333333333333333
2021072502,0.00107,0.22000000000000003,0.0298,0.00392,23.0,8.7
2021072503,0.00107,0.21000000000000002,0.026600000000000002,0.00421,23.8,7.8
2021072504,0.00142,0.23000000000000004,0.023200000000000002,0.00383,23.4,8.4
2021072505,0.00121,0.19,0.019,0.00332,17.9,6.2
2021072506,0.00119,0.18,0.016800000000000002,0.00301,16.1,4.1
2021072507,0.00119,0.2,0.0161,0.004200000000000001,15.9,5.111111111111111
2021072508,0.00119,0.18,0.0157,0.0049,17.7,5.0
2021072509,0.00118,0.19,0.0157,0.00414,17.7,5.0
2021072510,0.00118,0.18,0.0161,0.00392,17.8,4.6
2021072511,0.00129,0.2,0.017099999999999997,0.0036200000000000004,17.8,5.3
2021072512,0.00138,0.24,0.0182,0.004030000000000001,16.88888888888889,7.875
2021072513,0.00129,0.2111111111111111,0.0195,0.00409,20.5,7.0
2021072514,0.00129,0.19,0.0206,0.00389,21.4,6.6
2021072515,0.0013900000000000002,0.19,0.0206,0.00377,19.6,6.6
2021072516,0.00149,0.2,0.020999999999999998,0.00407,21.7,7.1
2021072517,0.0017100000000000001,0.2,0.0213,0.0037900000000000004,22.9,6.7
2021072518,0.00172,0.18,0.0225,0.00368,23.4,7.7
2021072519,0.00152,0.2,0.0235,0.00369,23.0,7.9
2021072520,0.00132,0.2,0.025500000000000002,0.00399,24.0,7.7
2021072521,0.00143,0.21000000000000002,0.0279,0.0041,22.4,8.2
2021072522,0.0015699999999999998,0.22000000000000003,0.0304,0.00419,24.4,8.1
2021072523,0.00147,0.2,0.0313,0.00399,24.4,7.9
2021072524,0.00128,0.21000000000000002,0.0308,0.0036999999999999997,23.11111111111111,7.9
2021072601,0.0015400000000000001,0.2,0.028900000000000002,0.00301,21.3,7.7
2021072602,0.0015,0.19,0.0243,0.003,19.0,6.8
2021072603,0.0012699999999999999,0.18,0.0199,0.00277,16.8,5.5
2021072604,0.00136,0.18,0.0179,0.0025,18.3,4.6
2021072605,0.00166,0.18,0.0173,0.00272,21.3,5.2
2021072606,0.0014500000000000001,0.18,0.0174,0.00283,20.6,6.3
2021072607,0.00115,0.1888888888888889,0.017599999999999998,0.0033,17.9,5.9
2021072608,0.00095,0.18,0.0168,0.00358,18.0,5.3
2021072609,0.0010500000000000002,0.19,0.017,0.00388,18.6,6.1
2021072610,0.00106,0.19,0.017499999999999998,0.00428,21.0,5.7
2021072611,0.00117,0.2,0.0188,0.00388,24.3,6.9
2021072612,0.00106,0.18,0.0199,0.00395,23.9,6.6
2021072613,0.00118,0.2,0.0206,0.0038900000000000002,22.9,7.2
2021072614,0.0013900000000000002,0.18,0.0206,0.00469,22.6,7.2
2021072615,0.00138,0.2,0.0206,0.00468,22.4,6.1
2021072616,0.0013700000000000001,0.2,0.020999999999999998,0.00499,20.7,6.4
2021072617,0.0015800000000000002,0.2,0.0218,0.00419,21.9,6.6
2021072618,0.00149,0.2,0.0223,0.00458,19.9,6.6
2021072619,0.00138,0.2111111111111111,0.023600000000000003,0.00448,17.8,8.0
2021072620,0.00141,0.2,0.024,0.00419,20.1,7.6
2021072621,0.0014,0.21000000000000002,0.023700000000000002,0.004399999999999999,19.6,8.3
2021072622,0.00131,0.2,0.023700000000000002,0.00433,17.5,7.1
2021072623,0.0013000000000000002,0.2,0.025,0.00412,16.8,6.2
2021072624,0.00111,0.19,0.026500000000000003,0.0036000000000000003,16.8,6.5
2021072701,0.00109,0.2,0.0264,0.0030700000000000002,15.3,6.1
2021072702,0.00159,0.19,0.0263,0.0030600000000000002,14.333333333333334,6.3
2021072703,0.00149,0.19,0.0251,0.00318,17.11111111111111,6.1
2021072704,0.0014,0.19,0.023399999999999997,0.00378,16.9,6.3
2021072705,0.0014,0.18,0.0227,0.00399,16.0,6.2
2021072706,0.00117,0.18,0.0225,0.004399999999999999,14.7,6.4
2021072707,0.0013900000000000002,0.2111111111111111,0.0245,0.00581,17.5,6.1
2021072708,0.0015,0.21000000000000002,0.0262,0.00659,18.6,8.3
2021072709,0.0016099999999999999,0.2,0.028800000000000003,0.00516,18.7,7.7
2021072710,0.00177,0.21000000000000002,0.0317,0.00501,20.4,8.3
2021072711,0.00246,0.2,0.0333,0.005050000000000001,19.2,8.0
2021072712,0.00253,0.2,0.0358,0.00448,19.9,8.3
2021072713,0.0023,0.2111111111111111,0.036699999999999997,0.0049,19.0,10.11111111111111
2021072714,0.0017000000000000001,0.2,0.0376,0.0046,20.5,8.7
2021072715,0.00159,0.19,0.0339,0.0049299999999999995,17.6,9.8
2021072716,0.0016,0.2,0.0304,0.005390000000000001,19.2,9.6
2021072717,0.00152,0.2,0.030199999999999998,0.00519,19.1,8.5
2021072718,0.00148,0.2,0.0274,0.005200000000000001,17.5,6.6
2021072719,0.00149,0.2,0.0262,0.00589,15.5,6.1
2021072720,0.0019,0.18,0.0245,0.00529,15.2,6.3
2021072721,0.00197,0.21000000000000002,0.0214,0.00591,18.0,8.7
2021072722,0.00184,0.21000000000000002,0.0224,0.00608,15.2,8.1
2021072723,0.00177,0.2,0.0258,0.00526,17.7,8.6
2021072724,0.0017111111111111112,0.21111111111111114,0.029888888888888892,0.004488888888888889,18.875,10.444444444444445
2021072801,0.0014,0.2,0.0327,0.00412,16.3,10.3
2021072802,0.00107,0.19,0.0315,0.00395,16.6,10.5
2021072803,0.00107,0.19,0.0289,0.004280000000000001,15.9,10.4
2021072804,0.00098,0.19,0.0289,0.0040100000000000005,15.0,9.4
2021072805,0.00097,0.19,0.028900000000000002,0.0041800000000000006,17.3,9.9
2021072806,0.00117,0.19,0.025500000000000002,0.00606,19.2,9.1
2021072807,0.00117,0.21111111111111114,0.0231,0.00839,21.7,10.2
2021072808,0.00109,0.21000000000000002,0.0274,0.00645,18.7,10.1
2021072809,0.00118,0.22000000000000003,0.029099999999999997,0.00557,20.8,9.9
2021072810,0.00128,0.2,0.029699999999999997,0.0049299999999999995,16.9,9.6
2021072811,0.0010999999999999998,0.2,0.0309,0.00432,18.9,8.5
2021072812,0.00118,0.19,0.0322,0.00399,15.9,8.0
2021072813,0.00116,0.2,0.0327,0.00407,15.8,6.6
2021072814,0.00116,0.19,0.0319,0.00369,16.6,7.3
2021072815,0.00116,0.2,0.0332,0.00479,16.9,7.4
2021072816,0.00126,0.2,0.0318,0.004880000000000001,19.0,7.9
2021072817,0.00106,0.2,0.032100000000000004,0.004880000000000001,16.8,7.2
2021072818,0.0010500000000000002,0.2,0.030699999999999998,0.00478,16.9,8.5
2021072819,0.0009600000000000001,0.21111111111111114,0.0304,0.00545,16.1,8.6
2021072820,0.00086,0.22000000000000003,0.028099999999999997,0.0058200000000000005,16.0,8.7
2021072821,0.00117,0.23000000000000004,0.0264,0.00695,16.5,8.7
2021072822,0.00126,0.24,0.0253,0.00685,16.5,8.7
2021072823,0.00116,0.23000000000000004,0.0235,0.006560000000000001,16.2,9.1
2021072824,0.0010500000000000002,0.23000000000000004,0.0227,0.00605,17.9,10.7
2021072901,0.0010500000000000002,0.2,0.0215,0.00544,16.4,9.1
2021072902,0.00115,0.19,0.0216,0.00509,16.2,8.1
2021072903,0.0010500000000000002,0.19,0.020200000000000003,0.00502,17.7,10.4
2021072904,0.00115,0.19,0.019,0.0051400000000000005,15.8,9.9
2021072905,0.0010500000000000002,0.19,0.0184,0.0057,16.0,9.5
2021072906,0.00095,0.2,0.0184,0.006750000000000001,17.4,8.6
2021072907,0.00116,0.23333333333333334,0.016999999999999998,0.00872,18.6,10.4
2021072908,0.00126,0.23000000000000004,0.0217,0.00742,17.1,9.5
2021072909,0.00136,0.22000000000000003,0.025,0.006410000000000001,19.3,7.5
2021072910,0.00125,0.2,0.0289,0.005169999999999999,17.6,7.1
2021072911,0.00136,0.19,0.0309,0.004880000000000001,17.2,8.0
2021072912,0.0012699999999999999,0.2,0.0328,0.00496,14.5,7.3
2021072913,0.00148,0.2222222222222222,0.036199999999999996,0.005050000000000001,17.555555555555557,8.777777777777779
2021072914,0.0014,0.22000000000000003,0.0387,0.00536,17.444444444444443,8.88888888888889
2021072915,0.0012699999999999999,0.2,0.0392,0.00555,17.555555555555557,8.777777777777779
2021072916,0.00149,0.21000000000000002,0.0369,0.00563,18.333333333333332,8.444444444444445
2021072917,0.0015,0.22000000000000003,0.0388,0.00543,20.77777777777778,7.444444444444445
2021072918,0.0012699999999999999,0.22000000000000003,0.0363,0.0051,20.22222222222222,7.888888888888889
2021072919,0.0013700000000000001,0.2222222222222222,0.0339,0.006529999999999999,19.22222222222222,8.555555555555555
2021072920,0.00136,0.21000000000000002,0.0312,0.007180000000000001,18.0,9.333333333333334
2021072921,0.0015600000000000002,0.21000000000000002,0.028000000000000004,0.00688,18.2,9.444444444444445
2021072922,0.00126,0.2,0.0237,0.0069900000000000006,17.7,9.0
2021072923,0.00136,0.2,0.022,0.006840000000000001,14.7,8.777777777777779
2021072924,0.00126,0.2,0.019700000000000002,0.00654,17.9,10.444444444444445
2021073001,0.00126,0.2111111111111111,0.0186,0.00627,15.3,9.11111111111111
2021073002,0.0012699999999999999,0.17,0.0186,0.00535,16.2,10.333333333333334
2021073003,0.0013700000000000001,0.17,0.0189,0.00464,16.6,9.666666666666666
2021073004,0.00147,0.17777777777777778,0.019,0.00446,16.9,9.222222222222221
2021073005,0.0015699999999999998,0.16666666666666666,0.0186,0.0045,16.1,9.666666666666666
2021073006,0.00146,0.17777777777777778,0.017,0.0054,15.5,7.777777777777778
2021073007,0.00136,0.17500000000000002,0.0147,0.00645,15.7,6.888888888888889
2021073008,0.00148,0.17777777777777778,0.014499999999999999,0.00612,13.6,6.0
2021073009,0.00178,0.17777777777777778,0.0156,0.006619999999999999,15.2,5.777777777777778
2021073010,0.00208,0.16666666666666666,0.0174,0.00686,12.8,7.222222222222222
2021073011,0.001888888888888889,0.17777777777777778,0.0204,0.005888888888888889,13.6,6.9
2021073012,0.0016666666666666666,0.18,0.022,0.006,12.4,4.8
2021073013,0.0014500000000000001,0.2,0.0224,0.006240000000000001,10.9,4.4
2021073014,0.00165,0.2,0.022,0.00809,14.8,5.3
2021073015,0.0014500000000000001,0.21000000000000002,0.0214,0.00903,15.7,5.7
2021073016,0.00135,0.21000000000000002,0.0235,0.00745,14.6,4.7
2021073017,0.00125,0.22000000000000003,0.0249,0.00645,14.1,4.9
2021073018,0.00135,0.23000000000000004,0.023,0.00793,14.7,4.7
2021073019,0.00115,0.25555555555555554,0.0238,0.007299999999999999,13.5,4.4
2021073020,0.0010500000000000002,0.26,0.0221,0.0082,16.2,5.4
2021073021,0.0010500000000000002,0.24,0.0215,0.007819999999999999,15.3,5.6
2021073022,0.00095,0.26,0.020300000000000002,0.00781,14.3,5.9
2021073023,0.00115,0.26,0.018099999999999998,0.0087,16.7,6.7
2021073024,0.00115,0.24,0.0179,0.00778,16.2,6.6
2021073101,0.00095,0.26666666666666666,0.020200000000000003,0.00621,14.5,6.222222222222222
2021073102,0.0010500000000000002,0.26,0.020999999999999998,0.00562,16.6,6.777777777777778
2021073103,0.00095,0.25,0.0245,0.0043,16.3,6.9
2021073104,0.00095,0.26,0.0254,0.00417,16.2,6.8
2021073105,0.00095,0.26,0.0264,0.00453,17.2,8.6
2021073106,0.0010500000000000002,0.26,0.0246,0.0056,20.6,9.1
2021073107,0.00104,0.2888888888888889,0.023399999999999997,0.007340000000000001,21.4,10.5
2021073108,0.00115,0.30000000000000004,0.0215,0.011,23.1,12.5
2021073109,0.00125,0.3111111111111111,0.0259,0.010530000000000001,25.2,10.9
2021073110,0.00135,0.30000000000000004,0.0305,0.009729999999999999,27.1,14.0
2021073111,0.00125,0.30000000000000004,0.0359,0.00781,28.3,14.4
2021073112,0.00125,0.30000000000000004,0.041299999999999996,0.00612,23.5,14.5
2021073113,0.00114,0.30000000000000004,0.0424,0.005520000000000001,22.2,12.7
2021073114,0.00095,0.27999999999999997,0.041400000000000006,0.00569,23.0,13.3
2021073115,0.00095,0.27999999999999997,0.040600000000000004,0.00683,18.2,10.0
2021073116,0.00095,0.27,0.0365,0.00769,17.0,9.0
2021073117,0.00106,0.27,0.0325,0.00844,14.0,8.0
2021073118,0.0010500000000000002,0.27999999999999997,0.032,0.007299999999999999,15.5,6.5
2021073119,0.00095,0.3111111111111111,0.03,0.00737,15.1,9.222222222222221
2021073120,0.00095,0.3,0.0269,0.00783,16.9,7.9
2021073121,0.00095,0.31,0.023,0.00771,16.1,7.5
2021073122,0.0009400000000000001,0.29,0.019700000000000002,0.0077,18.0,8.1
2021073123,0.0010500000000000002,0.27999999999999997,0.0201,0.00723,17.8,8.0
2021073124,0.0010500000000000002,0.27,0.024399999999999998,0.004739999999999999,17.9,8.6
2021080101,0.0010500000000000002,0.2888888888888889,0.024,0.00449,17.6,7.6
2021080102,0.00095,0.27,0.0216,0.00487,18.4,7.5
2021080103,0.00095,0.26,0.0189,0.00464,18.9,7.3
2021080104,0.0010500000000000002,0.24,0.0173,0.0047,16.7,6.5
2021080105,0.0010500000000000002,0.24,0.0164,0.00495,15.2,6.7
2021080106,0.00095,0.24,0.0158,0.00533,14.7,6.5
2021080107,0.00125,0.26666666666666666,0.013500000000000002,0.00751,16.3,7.0
2021080108,0.0010500000000000002,0.2888888888888889,0.013600000000000001,0.00771,15.6,7.9
2021080109,0.0010500000000000002,0.23333333333333334,0.017099999999999997,0.0062,15.7,6.8
2021080110,0.00106,0.23333333333333334,0.020399999999999998,0.0047,16.8,6.7
2021080111,0.00136,0.25555555555555554,0.02,0.00538,14.0,5.0
2021080112,0.00136,0.24,0.020800000000000003,0.0060999999999999995,12.6,5.4
2021080113,0.00126,0.23333333333333334,0.024399999999999998,0.00485,12.9,5.4
2021080114,0.00116,0.23000000000000004,0.028399999999999998,0.00411,12.9,4.5
2021080115,0.00116,0.22000000000000003,0.0303,0.0038,12.6,3.9
2021080116,0.00149,0.22000000000000003,0.0295,0.0045,10.1,5.2
2021080117,0.00167,0.23000000000000004,0.0264,0.0055899999999999995,10.5,5.2
2021080118,0.00116,0.23000000000000004,0.025500000000000002,0.00533,10.4,5.0
2021080119,0.00106,0.24444444444444446,0.023799999999999998,0.00574,11.5,4.8
2021080120,0.00106,0.22000000000000003,0.0209,0.0072900000000000005,12.4,4.5
2021080121,0.0010500000000000002,0.22000000000000003,0.0215,0.00608,13.1,5.4
2021080122,0.0010500000000000002,0.21000000000000002,0.020800000000000003,0.00591,11.7,5.0
2021080123,0.00115,0.21000000000000002,0.0198,0.00597,11.4,3.2
2021080124,0.00115,0.2,0.0156,0.00596,11.7,3.3
2021080201,0.00095,0.2222222222222222,0.0147,0.00562,10.5,3.2222222222222223
2021080202,0.00095,0.19,0.0121,0.00547,11.3,3.6
2021080203,0.00095,0.19,0.0107,0.0052499999999999995,11.4,4.1
2021080204,0.00095,0.19,0.011899999999999999,0.00472,11.2,3.3
2021080205,0.00095,0.19,0.0115,0.00484,13.0,3.9
2021080206,0.0010500000000000002,0.2,0.0108,0.00595,12.8,4.3
2021080207,0.00106,0.21111111111111114,0.011800000000000001,0.00731,15.4,6.4
2021080208,0.00126,0.2222222222222222,0.0161,0.00667,17.7,7.5
2021080209,0.0012699999999999999,0.23333333333333334,0.0191,0.0059900000000000005,18.7,7.0
2021080210,0.0020900000000000003,0.2222222222222222,0.0196,0.00604,18.1,7.7
2021080211,0.00173,0.23333333333333334,0.0213,0.006039999999999999,18.1,7.9
2021080212,0.0018,0.225,0.02277777777777778,0.0047,17.444444444444443,7.444444444444445
2021080213,0.0014222222222222223,0.225,0.02411111111111111,0.004233333333333334,13.222222222222221,5.555555555555555
2021080214,0.0013,0.2222222222222222,0.025,0.0044555555555555555,15.11111111111111,9.222222222222221
2021080215,0.001288888888888889,0.21111111111111114,0.028333333333333335,0.005022222222222223,14.2,6.6
2021080216,0.001288888888888889,0.2222222222222222,0.026666666666666665,0.005333333333333333,12.777777777777779,5.0
2021080217,0.0011777777777777778,0.2222222222222222,0.024,0.0058000000000000005,13.555555555555555,6.555555555555555
2021080218,0.0010555555555555555,0.21111111111111114,0.021777777777777778,0.007255555555555555,14.1,7.0
2021080219,0.00135,0.2555555555555556,0.020900000000000002,0.00813,16.2,6.1
2021080220,0.0014500000000000001,0.22000000000000003,0.0187,0.0074399999999999996,16.3,7.4
2021080221,0.00125,0.23000000000000004,0.0173,0.00673,17.3,7.3
2021080222,0.00116,0.21000000000000002,0.0159,0.00692,13.0,6.3
2021080223,0.00116,0.21000000000000002,0.013800000000000002,0.00708,13.6,4.1
2021080224,0.00125,0.21000000000000002,0.014299999999999998,0.00608,12.4,4.5
2021080301,0.00106,0.2,0.013800000000000002,0.00443,11.0,4.1
2021080302,0.0010500000000000002,0.19,0.0128,0.00383,14.9,4.7
2021080303,0.0010500000000000002,0.19,0.013300000000000001,0.0040100000000000005,15.7,5.6
2021080304,0.0010500000000000002,0.17,0.0129,0.00371,16.9,4.8
2021080305,0.00115,0.17,0.0131,0.0035900000000000003,15.9,4.5
2021080306,0.00115,0.17,0.012199999999999999,0.0043,16.9,5.0
2021080307,0.00115,0.2222222222222222,0.0115,0.00579,18.5,5.5
2021080308,0.00125,0.2222222222222222,0.0121,0.005849999999999999,17.5,5.6
2021080309,0.00136,0.21111111111111114,0.0137,0.00541,19.8,6.5
2021080310,0.00136,0.2,0.0159,0.00481,17.3,7.0
2021080311,0.0013700000000000001,0.18,0.0177,0.00432,18.0,6.4
2021080312,0.00136,0.19,0.019700000000000002,0.004,19.7,6.1
2021080313,0.00126,0.2,0.0224,0.0039,18.1,5.7
2021080314,0.00136,0.19,0.025,0.0041,21.6,9.7
2021080315,0.0016555555555555555,0.1888888888888889,0.02588888888888889,0.004222222222222222,25.77777777777778,10.444444444444445
2021080316,0.0012222222222222222,0.1888888888888889,0.025666666666666667,0.004333333333333333,20.666666666666668,9.0
2021080317,0.0014222222222222223,0.1888888888888889,0.025666666666666667,0.004344444444444444,22.666666666666668,10.11111111111111
2021080318,0.00146,0.21000000000000002,0.0251,0.005,25.2,13.1
2021080319,0.00159,0.23333333333333334,0.0241,0.00602,26.8,14.4
2021080320,0.0014,0.22000000000000003,0.0216,0.00654,28.5,15.3
2021080321,0.0014,0.23000000000000004,0.0206,0.00536,27.1,16.6
2021080322,0.0013900000000000002,0.26,0.02,0.00567,26.7,15.2
2021080323,0.00128,0.25,0.02,0.00556,25.5,15.8
2021080324,0.00118,0.22999999999999998,0.0198,0.00479,24.88888888888889,15.1
2021080401,0.00128,0.2222222222222222,0.020200000000000003,0.00408,22.9,13.5
2021080402,0.00149,0.2,0.019200000000000002,0.00424,23.4,14.2
2021080403,0.0013900000000000002,0.19,0.0204,0.00354,22.1,14.1
2021080404,0.00128,0.18,0.0187,0.00364,19.8,11.3
2021080405,0.00128,0.19,0.018,0.00386,19.5,10.3
2021080406,0.00117,0.2,0.0167,0.005050000000000001,19.2,9.9
2021080407,0.0012699999999999999,0.2222222222222222,0.014299999999999998,0.00689,19.0,9.8
2021080408,0.00128,0.24,0.0154,0.00801,22.4,11.333333333333334
2021080409,0.00178,0.2,0.023,0.00496,21.5,10.5
2021080410,0.00253,0.2222222222222222,0.0262,0.00473,19.5,10.75
2021080411,0.003,0.21111111111111114,0.026333333333333334,0.004677777777777777,16.571428571428573,10.25
2021080412,0.0026555555555555555,0.2,0.02722222222222222,0.0049,16.875,10.625
2021080413,0.0025111111111111115,0.2375,0.030444444444444448,0.005344444444444444,18.444444444444443,11.222222222222221
2021080414,0.0021333333333333334,0.18888888888888888,0.03411111111111111,0.004911111111111112,19.333333333333332,11.555555555555555
2021080415,0.001966666666666667,0.18888888888888888,0.035555555555555556,0.005044444444444445,18.666666666666668,11.555555555555555
2021080416,0.001911111111111111,0.2,0.030333333333333337,0.005044444444444445,16.88888888888889,10.333333333333334
2021080417,0.0019375,0.2125,0.02975,0.00545,17.375,9.222222222222221
2021080418,0.00175,0.23750000000000002,0.030375,0.00585,19.125,11.5
2021080419,0.0014875,0.2285714285714286,0.022,0.00585,15.571428571428571,7.875
2021080420,0.0015555555555555557,0.21111111111111114,0.017333333333333333,0.005488888888888889,16.77777777777778,7.888888888888889
2021080421,0.0012000000000000001,0.21111111111111114,0.01622222222222222,0.004844444444444445,15.8,6.555555555555555
2021080422,0.0012111111111111112,0.23333333333333334,0.015555555555555557,0.004311111111111111,14.9,5.444444444444445
2021080423,0.0014333333333333333,0.24444444444444446,0.014333333333333333,0.0047777777777777775,12.5,5.1
2021080424,0.0014222222222222223,0.2222222222222222,0.013444444444444445,0.0049,11.1,4.6
